property_id,parcel_id,permit_number,permit_type,work_type,occupancy_type,status,milestone,value,dwelling_units_new,dwelling_units_eliminated,issue_date,complete_date,work_description,match_method,source_id
parcel-0702823420168,0702823420168,BLDG1072206,Res,Misc,SFD,Closed,Closed,7530.0,,,2024-07-11,2025-04-22,Remove existing shingles and replace with new architectural asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823340082,0702823340082,BLDG1157716,Plumbing,Res,,Issued,Inspection,,,,2025-12-18,,"Replace sink, faucet, toilet, & shower fixture",parcel_apn,minneapolis_ccs_permits_current
parcel-0702823340082,0702823340082,BLDG1139213,Plumbing,ComMin,MFD,Issued,Inspection,,,,2025-08-28,,"1 toilet, 1 bathtub, 1 kitchen sink, 1 stove",parcel_apn,minneapolis_ccs_permits_current
parcel-0702823340082,0702823340082,BLDG917956,Plumbing,Res,,Closed,Closed,,,,2021-11-27,2023-01-19,Replace 1 gas water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823330127,0702823330127,BLDG828953,Plumbing,Res,,Closed,Closed,,,,2020-04-09,2023-04-11,Water Heater Replacement,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823310093,0702823310093,BLDG1083586,Plumbing,Res,SFD,Closed,Closed,,,,2024-09-12,2024-09-24,DISCONNECT AND RECONNECT GAS RANGE,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823310093,0702823310093,BLDG1073503,Res,Misc,SFD,Closed,Closed,34250.0,,,2024-07-18,2024-10-16,Removing old siding installing tyvek house wrap and new siding. Remove old shingles and reroof,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823310093,0702823310093,BLDG1057697,Res,Remodel,SFD,Closed,Closed,21700.0,,,2024-05-21,2024-06-13,"INSTALL STRUCUTRAL SUPPLEMENT & GROUNDWATER COLLECTION/DISCHARGE Building Code: 2020 MNSBC/2018 IRC Energy Code: MINNESOTA RULES CHAPTER 1322 SEPARATE PERMITS ARE REQUIRED FOR ELECTRICAL, PLUMBING, AND HEATING/AIR CONDITIONING/VENTILATION WORK",parcel_apn,minneapolis_ccs_permits_current
parcel-0702823310093,0702823310093,BLDG1058823,Mechanical,ExistRes,SFD,Closed,Closed,,,,2024-05-09,2024-09-19,,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823310093,0702823310093,BLDG1058821,Plumbing,Res,SFD,Closed,Closed,,,,2024-05-09,2024-09-24,bathroom kitchen and laundry,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823310093,0702823310093,BLDG1049141,Res,Remodel,SFD,Closed,Closed,274970.0,,,2024-05-03,2024-10-16,"Rehab Single-Family Dwelling Building Code: 2020 MNSBC/2018 IRC Energy Code: MINNESOTA RULES CHAPTER 1322 SEPARATE PERMITS ARE REQUIRED FOR ELECTRICAL, PLUMBING, AND HEATING/AIR CONDITIONING/VENTILATION WORK. Windows installed under this per",parcel_apn,minneapolis_ccs_permits_current
parcel-0702823310093,0702823310093,BLDG734472,Plumbing,Res,,Closed,Closed,,,,2018-10-16,2020-03-11,Replace one gas water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823230039,0702823230039,BLDG1157720,Plumbing,Res,,Issued,Inspection,,,,2025-12-18,,"Replace sink, faucet, toilet, shower fixture, laundry tub sink, kitchen sink",parcel_apn,minneapolis_ccs_permits_current
parcel-0702823230039,0702823230039,BLDG1150312,Mechanical,ExistRes,TFD,Issued,Inspection,,,,2025-11-13,,Replace boiler,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823230039,0702823230039,BLDG1153235,Mechanical,ExistRes,SFD,Issued,Inspection,,,,2025-11-12,,Replace boiler 95% eff,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823230039,0702823230039,BLDG1152721,Mechanical,ExistRes,SFD,Closed,Closed,,,,2025-11-07,2025-11-20,Replace 95% eff modulating boiler,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823230039,0702823230039,BLDG1045113,Plumbing,Res,SFD,Closed,Closed,,,,2024-02-15,2024-10-15,METER MOVE Q4 - 2024 BATCH #24,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823230039,0702823230039,BLDG1045112,Plumbing,Res,SFD,Closed,Closed,,,,2024-02-15,2024-09-19,METER MOVE Q4 - 2024 BATCH #24,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823220071,0702823220071,BLDG1021274,Plumbing,Res,SFD,Closed,Closed,,,,2023-09-25,2024-11-27,METER MOVE Q2 - 2023 BATCH #27,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823220071,0702823220071,BLDG877916,Mechanical,ExistRes,SFD,Closed,Closed,,,,2021-03-23,2023-07-28,Replacing furnace - Installing GMES 96% efficiency,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823210201,0702823210201,BLDG1153696,Res,Misc,SFD,Closed,Closed,240.0,,,2025-11-20,2025-11-21,Replace Front Door,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823210201,0702823210201,BLDG1026011,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-13,2024-05-22,METER MOVE Q2 - 2023 BATCH #2,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823210201,0702823210201,BLDG687521,Res,Misc,SFD,Closed,Closed,3600.0,,,2017-12-08,2018-04-06,TEAROFF AND REROOF HOUSE AND GARAGE,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823130222,0702823130222,BLDG1135130,Res,Remodel,SFD,Closed,Closed,18100.0,,,2025-08-12,2025-08-21,"INSTALL STRUCTURAL SUPPLEMENT Building Code: 2020 MNSBC/2018 IRC Energy Code: MINNESOTA RULES CHAPTER 1322 SEPARATE PERMITS ARE REQUIRED FOR ELECTRICAL, PLUMBING, AND HEATING/AIR CONDITIONING/VENTILATION WORK. SMOKE ALARMS REQUIRED IN ACCO",parcel_apn,minneapolis_ccs_permits_current
parcel-0702823130222,0702823130222,BLDG1100647,Mechanical,ExistRes,SFD,Closed,Closed,,,,2024-12-23,2025-12-10,Replace existing with Goodman 2 Stage High EFF furnace with ECM,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823130054,0702823130054,BLDG1026024,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-13,2024-08-14,METER MOVE Q2 - 2023 BATCH #2,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823130054,0702823130054,BLDG683211,Mechanical,ExistRes,SFD,Closed,Closed,,,,2017-11-03,2021-07-19,"CHANGE OUT FURNACE -60,000 BTU'S",parcel_apn,minneapolis_ccs_permits_current
parcel-0702823120181,0702823120181,BLDG1156933,Plumbing,Res,,Issued,Inspection,,,,2025-12-15,,Replace existing with AO SMith Atmospheric WH 40 gallon,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823120088,0702823120088,BLDG1161369,Mechanical,ExistRes,SFD,Closed,Closed,,,,2026-01-09,2026-01-22,Replace Goodman furnace 97 % Eff 2 stage ECM,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823120088,0702823120088,BLDG861738,Plumbing,Res,,Closed,Closed,,,,2020-12-03,2023-12-12,replace shower tub valve install new sounrod shower tub replace kitchen sink replace lav,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823440108,0602823440108,BLDG1175423,Plumbing,Res,,Issued,Final Inspection,,,,2026-04-24,,Replace 40 gallon power vent water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823410152,0602823410152,BLDG1029121,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-26,2024-07-22,METER MOVE Q3 - 2023 BATCH #7,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823340084,0602823340084,BLDG860461,Plumbing,Res,,Closed,Closed,,,,2020-11-20,2023-10-26,Replace one gas water heater. Owner [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330153,0602823330153,BLDG1040730,Commercial,Remodel,MFD,Expired,Expired,4473.56,,,2024-01-26,,REMOVE AND REPLACE RAILINGS AT 4 BALCONIES. GUARDS SHALL MEET SECTION 1015 OF THE MN BUILDING CODE. (JJL),parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330153,0602823330153,BLDG876691,Commercial,Remodel,MFD,Closed,Closed,3000.0,,,2021-03-30,2021-05-06,"install rated ceiling ===== architect: JAMES A. MACKEY, 23018",parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330153,0602823330153,BLDG709341,Plumbing,Res,MFD,Closed,Closed,,,,2018-05-16,2018-10-25,bathrooms,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330153,0602823330153,BLDG706506,Mechanical,Comm-MFD,Comm,Closed,Closed,32000.0,,,2018-05-02,2019-01-03,Per engineered drawings: Replace toilet exhaust duct from wall grilles to exhaust risers in each unit adding fire dampers and replace down blast PRVs serving risers. install gate valves on hot water heating lines.,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330153,0602823330153,BLDG692384,Commercial,Remodel,MFD,Closed,Closed,300000.0,,,2018-02-12,2021-05-06,MCHANICAL AND PLUMBING REHABILITATION INCLUDING REPLACEMENT OF FIXTURES AND COUNTER TOPS 28 UNITS AT 2-5 FLOOR (MAA #02) MAIN FLOOR: COMMUNITY ROOM AND MECHANICAL certificate of occupancy required NO const type: I A occupancy:,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330146,0602823330146,BLDG1040729,Commercial,Remodel,MFD,Expired,Expired,4473.56,,,2024-01-26,,REMOVE AND REPLACE 4 RAILING/GUARDS. GUARDS MUST MEET SECTION 1015 OF THE MN BUILDING CODE. (JJL),parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330146,0602823330146,BLDG876681,Commercial,Remodel,Comm,Closed,Closed,3000.0,,,2021-03-30,2021-05-06,"install rated ceiling ===== architect: JAMES A. MACKEY, 23018",parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330146,0602823330146,BLDG743457,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-11-27,2019-05-02,28 toilets 28 lavs 28 showers 28 kitchen sinks for Minneapolis public housing,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330146,0602823330146,BLDG718412,Commercial,RoofWind,MFD,Closed,Closed,166932.0,,,2018-07-13,2018-09-21,"REROOF. TEAR OFF EXISTING ROOF AND RE-ROOF. NO MECHANICAL EQUIP ADDED. NO STRUCTURAL WORK. ROOF ONLY. PLANS BY ENCOMPASS ENGINEERING. PLAN IS STAMPED BY MARK BLAZEVIC AND SIGNED. SIGNATURE IS TOUGH TO SEE ON COPY, BUT IS PRESENT. MARK BLAZEVIC #47",parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330146,0602823330146,BLDG706507,Mechanical,Comm-MFD,Comm,Closed,Closed,32000.0,,,2018-05-02,2019-05-22,Replace toilet exhaust duct from wall grilles to exhaust risers in each unit adding fire dampers and replace down blast PRVs serving risers per engineered drawings.,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823330146,0602823330146,BLDG692383,Commercial,Remodel,MFD,Closed,Closed,300000.0,,,2018-02-26,2020-04-07,"REMODEL BATHROOMS AND UPDATE PLUMBING IN 28 UNIT APARTMENT BUILDING, FLOORS 2 - 5. (DMH#1) REMOVE & REPLACE SHOWER STALLS AND REPAIR SHAFT WALL IN SHOWER STALLS WITH 2HR FINISH PER ARCHITECT DETAIL. REMOVE & REPLACE VANITIES AND REDO PLUMBING BEHIND W",parcel_apn,minneapolis_ccs_permits_current
parcel-0602823320042,0602823320042,BLDG801126,Plumbing,Res,,Closed,Closed,,,,2020-02-26,2020-05-15,METER MOVE - Q2 2019 BATCH #7,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823320042,0602823320042,BLDG779703,Plumbing,Res,,Closed,Closed,,,,2019-06-14,2022-06-29,replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823230063,0602823230063,BLDG992289,Plumbing,Res,SFD,Closed,Closed,,,,2023-04-21,2024-02-13,METER MOVE Q4 - 2022 BATCH #7,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823230063,0602823230063,BLDG857287,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-10-28,2023-12-13,INSTALL NEW HI EFF FURNACE GOODMAN GMES960402BNA,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823230063,0602823230063,BLDG819425,Plumbing,Res,,Closed,Closed,,,,2020-02-21,2020-03-10,replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823230017,0602823230017,BLDG958338,Res,Addition,SFD,Closed,Closed,4000.0,,,2022-10-05,2024-11-13,"Front porch: remove & replace w/new one Building CodFront porch: remove & replace w/new onee: 2020 MNSBC/2018 IRC Energy Code: MINNESOTA RULES CHAPTER 1322 SEPARATE PERMITS ARE REQUIRED FOR ELECTRICAL, PLUMBING, AND HEATING/AIR CONDITIONING/V",parcel_apn,minneapolis_ccs_permits_current
parcel-0602823230017,0602823230017,BLDG800730,Plumbing,Res,,Closed,Closed,,,,2020-02-27,2020-05-11,METER MOVE - Q2 2019 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823230017,0602823230017,BLDG803975,Mechanical,ExistRes,SFD,Cancelled,Closed,,,,2019-11-05,2023-02-23,install Goodman hi eff furnace and pump,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823120116,0602823120116,BLDG980934,Plumbing,Res,SFD,Closed,Closed,,,,2023-01-27,2023-10-13,METER MOVE Q3 - 2022 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823120059,0602823120059,BLDG680169,Plumbing,Res,SFD,Closed,Closed,,,,2017-10-20,2020-01-15,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-0602823110148,0602823110148,BLDG924957,Plumbing,Res,,Closed,Closed,,,,2022-01-20,2022-11-28,Replace one (1) gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-0502924440142,0502924440142,BLDG892358,Plumbing,Res,,Closed,Closed,,,,2021-06-05,2023-06-13,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-0502924420036,0502924420036,BLDG839132,Plumbing,Res,,Closed,Closed,,,,2020-06-26,2023-05-25,Replace Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0502924410118,0502924410118,BLDG680885,Mechanical,ExistRes,SFD,Closed,Closed,,,,2017-10-25,2019-03-11,replace furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-0502924410092,0502924410092,BLDG1114024,Res,Misc,SFD,Closed,Closed,39509.0,,,2025-04-17,2025-10-27,"New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-0502924410083,0502924410083,BLDG1182361,Mechanical,ExistRes,SFD,Issued,Inspection,,,,2026-06-01,,Replace furnace 97% eff 2 stage,parcel_apn,minneapolis_ccs_permits_current
parcel-0502924110220,0502924110220,BLDG1167171,Res,Remodel,SFD,Issued,Inspection,5000.0,,,2026-03-20,,"first floor structure and foundation repairs. engineeer: Duncan #41305 BCG Building Code: 2020 MNSBC/2018 IRC Energy Code: MINNESOTA RULES CHAPTER 1322 SEPARATE PERMITS ARE REQUIRED FOR ELECTRICAL, PLUMBING, AND HEATING/AIR CONDITIONING/VENT",parcel_apn,minneapolis_ccs_permits_current
parcel-0502924110220,0502924110220,BLDG1152997,Res,Remodel,SFD,Issued,Inspection,41000.0,,,2025-12-16,,"Repair exterior wall, slab, floor structure, window replacement -ACW Building Code: 2020 MNSBC/2018 IRC Energy Code: MINNESOTA RULES CHAPTER 1322 SEPARATE PERMITS ARE REQUIRED FOR ELECTRICAL, PLUMBING, AND HEATING/AIR CONDITIONING/VENTILATION",parcel_apn,minneapolis_ccs_permits_current
parcel-0502823330045,0502823330045,BLDG1044439,Plumbing,Res,SFD,Closed,Closed,,,,2024-02-13,2024-08-01,METER MOVE Q4 - 2023 BATCH #28,parcel_apn,minneapolis_ccs_permits_current
parcel-0502823230041,0502823230041,BLDG1171201,Res,Misc,SFD,Closed,Closed,6500.0,,,2026-04-03,2026-05-26,Replacing 12 windows and replacing siding on house,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924440226,0402924440226,BLDG1009536,Mechanical,ExistRes,SFD,Issued,Final Inspection,,,,2023-07-25,,Furnace and AC Replacement,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924440226,0402924440226,BLDG974130,Res,Misc,SFD,Closed,Closed,4000.0,,,2022-12-06,2023-04-18,Remove and replace siding,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924440122,0402924440122,BLDG833801,Res,Remodel,SFD,Closed,Closed,5000.0,,,2020-06-09,2020-07-06,"REDO FRONT PORCH Convert 3-season front porch to open porch New conc piers to frost, floor framing, guard rail, and steps.",parcel_apn,minneapolis_ccs_permits_current
parcel-0402924440122,0402924440122,BLDG834336,Plumbing,Res,,Closed,Closed,,,,2020-05-19,2020-07-09,up date fixtures and pi[ping,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924430198,0402924430198,BLDG898350,Plumbing,Res,,Closed,Closed,,,,2021-09-07,2022-10-28,METER MOVE Q4 - 2020 BATCH #3,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924420079,0402924420079,BLDG1094127,Plumbing,Res,SFD,Closed,Closed,,,,2024-11-08,2025-04-16,METER MOVE Q2 - 2024 BATCH #19,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924330049,0402924330049,BLDG1123688,Plumbing,Res,,Issued,Inspection,,,,2025-06-04,,Replace Gas Dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924330049,0402924330049,BLDG986240,Plumbing,Res,SFD,Closed,Closed,,,,2023-03-10,2023-12-26,METER MOVE Q3 - 2022 BATCH #45,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924330049,0402924330049,BLDG759626,Res,Misc,SFD,Closed,Closed,10450.0,,,2019-03-25,2019-04-16,TEAROFF AND REROOF HOUSE AND UTILITY SHED. ALSO REPLACE DOWNSPOUTS WITH LARGE DOWNSPOUTS,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924330004,0402924330004,BLDG967238,Res,Misc,SFD,Closed,Closed,5200.0,,,2022-10-09,2022-12-05,Remove and replaced house siding,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924220124,0402924220124,BLDG804716,Plumbing,Res,,Closed,Closed,,,,2020-02-27,2021-09-16,METER MOVE - Q2 2019 BATCH #31,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924210188,0402924210188,BLDG908845,Res,Misc,SFD,Closed,Closed,20000.0,,,2021-09-20,2021-10-19,reside house,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924210188,0402924210188,BLDG778020,Plumbing,Res,,Closed,Closed,,,,2019-06-05,2020-10-19,Install water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924140182,0402924140182,BLDG753655,Mechanical,ExistRes,TFD,Closed,Closed,,,,2019-02-10,2020-06-01,INSTALL GOODMAN HI EFF FURNACE MOD GMSS96060 96% EFF,parcel_apn,minneapolis_ccs_permits_current
parcel-0402924130084,0402924130084,BLDG1114236,Plumbing,Res,,Closed,Closed,,,,2025-04-17,2025-04-25,REPLACEMENT OF GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824440194,0402824440194,BLDG683145,Res,Misc,SFD,Closed,Closed,16900.0,,,2017-11-03,2017-12-05,Re-roof,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824440073,0402824440073,BLDG1117519,Plumbing,Res,SFD,Closed,Closed,,,,2025-05-08,2025-12-05,METER MOVE Q1 - 2025 BATCH #9,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824410183,0402824410183,BLDG1082758,Commercial,RoofWind,3to4,Closed,Closed,9500.0,,,2024-09-13,2024-11-04,"Reroof - Single-Ply Membrane General requirements for flat roof replacements. The roof covering is to meet the Minnesota Building code performance requirements of Section 1504, the fire classification of Section 1505 and the material requirements as sp",parcel_apn,minneapolis_ccs_permits_current
parcel-0402824410183,0402824410183,BLDG855077,Commercial,Remodel,MFD,Closed,Closed,13500.0,,,2020-12-18,2021-06-24,FOUNDATION REPAIRS. INCLUDES CONCRETE AND WOOD MODIFICATIONS. (JJL) ENGINEER: ENCOMPASS - MATTHEW DEARDIFF #55899,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824410070,0402824410070,BLDG731081,Res,Misc,TFD,Closed,Closed,25000.0,,,2018-09-26,2020-04-20,RE ROOF HOUSE/SHED,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240087,0402824240087,BLDG1152723,Mechanical,ExistRes,SFD,Issued,Final Inspection,,,,2025-11-07,,Replace boiler 95% eff modulating burner,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240087,0402824240087,BLDG757350,Plumbing,Res,,Closed,Closed,,,,2019-03-07,2021-05-10,"Replace Water Heater. Al Champagne, [contact omitted]",parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240087,0402824240087,BLDG732997,Plumbing,Res,,Closed,Closed,,,,2018-10-09,2018-11-27,"Add main floor half bath. Install new kitchen sink, hook up gas stove",parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240087,0402824240087,BLDG731641,Res,Misc,SFD,Closed,Closed,16700.0,,,2018-10-01,2018-10-18,Tear off and reroof of house,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240087,0402824240087,BLDG728146,Res,Remodel,SFD,Closed,Closed,6500.0,,,2018-09-21,2022-09-14,"NON-STRUCTURAL REMODEL FOR NEW BATHROOM IN SFD. (sza INSTALL INSULATION AND VAPOR BARRIER AT EXTERIOR WALL CONDITIONS. INSTALL WINDOW AT EXISTING DOOR OPENING. INSTALL NEW DOOR, WITH STOOP AND STEPS 6'-8'' MIN. FINISHED HEADROOM CLEARANCE MUST BE PROVI",parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240038,0402824240038,BLDG1179320,Plumbing,Res,SFD,Issued,Inspection,,,,2026-05-18,,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240038,0402824240038,BLDG1157751,Mechanical,ExistRes,SFD,Closed,Closed,,,,2025-12-17,2026-01-27,Replace goodman furnace 97% eff 2 stage ECM,parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240038,0402824240038,BLDG973587,Mechanical,ExistRes,SFD,Cancelled,Cancelled,,,,2022-11-30,,"Vent one 300 CFM or less kitchen exhaust, vent 1 bath fan, relocate radiator in kitchen, relocate radiator in bathroom, gas to garage heater, boiler, dryer fireplace and range, replace boiler with a 199,000 BTU Weil McLain combi.",parcel_apn,minneapolis_ccs_permits_current
parcel-0402824240038,0402824240038,BLDG784486,Res,Misc,SFD,Closed,Closed,5000.0,,,2019-07-16,2019-07-18,TEAROFF AND REROOF HOUSE & SHED,parcel_apn,minneapolis_ccs_permits_current
