property_id,parcel_id,permit_number,permit_type,work_type,occupancy_type,status,milestone,value,dwelling_units_new,dwelling_units_eliminated,issue_date,complete_date,work_description,match_method,source_id
parcel-1111821120043,1111821120043,BLDG636662,Mechanical,ExistRes,TFD,Closed,Closed,,,,2017-02-22,2018-09-17,replace furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1111821110113,1111821110113,BLDG992584,Plumbing,Res,,Closed,Closed,,,,2023-04-21,2023-05-01,INSTALL GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1111821110112,1111821110112,BLDG974733,Res,Misc,SFD,Closed,Closed,7800.0,,,2022-12-12,2025-05-09,Remove existing shingles at house and garage and replace with new architectural asphalt shingles at house and garage,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924420043,1102924420043,BLDG1027732,Res,Misc,TFD,Closed,Closed,28000.0,,,2023-10-20,2023-12-07,,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924330036,1102924330036,BLDG1173486,Commercial,RoofWind,Comm,Issued,Final Inspection,279224.0,,,2026-05-01,,Reroof -ACW certificate of occupancy required: no special inspections required: no 2020 MSBC windows with sill heights less than 36 inches above the floor shall be equipped with fall prevention devices that limit the window opening to,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924320115,1102924320115,BLDG1058904,Res,Misc,SFD,Closed,Closed,22000.0,,,2024-05-07,2024-07-19,Replace Siding,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924320115,1102924320115,BLDG973136,Res,Misc,SFD,Closed,Closed,7500.0,,,2022-11-25,2024-07-19,Tear off and replace Shingle,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924320103,1102924320103,BLDG974128,Res,Misc,SFD,Closed,Closed,4100.0,,,2022-12-06,2023-03-28,Remove and replace house siding,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924240097,1102924240097,BLDG1109235,Res,Misc,SFD,Closed,Closed,45957.0,,,2025-03-18,2025-10-24,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1102924240096,1102924240096,BLDG871615,Plumbing,Res,,Closed,Closed,,,,2021-02-05,2023-06-22,Replace one electric water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1102924140160,1102924140160,BLDG1171005,Plumbing,Res,,Closed,Closed,,,,2026-04-03,2026-04-22,Install gas dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924140160,1102924140160,BLDG1119873,Mechanical,ExistRes,SFD,Closed,Closed,,,,2025-05-19,2025-06-04,"Replace existing furnace with Goodman GR9T960403BNAA 96% Eff, 2-stage w/ ECM",parcel_apn,minneapolis_ccs_permits_current
parcel-1102924140160,1102924140160,BLDG1109232,Res,Misc,SFD,Closed,Closed,46466.0,,,2025-03-13,2025-05-22,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1102924130262,1102924130262,BLDG1114015,Res,Misc,SFD,Closed,Closed,32960.0,,,2025-04-17,2025-10-27,"New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1102924130156,1102924130156,BLDG827036,Plumbing,Res,,Closed,Closed,,,,2020-03-25,2020-06-10,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1102924130156,1102924130156,BLDG686616,Plumbing,Res,,Closed,Closed,,,,2017-11-30,2017-12-13,"REPLACE GAS DRYER. INSTALL DIRT TEE, FLEX CONNECTOR AND INSULATED VENTING.",parcel_apn,minneapolis_ccs_permits_current
parcel-1102924130062,1102924130062,BLDG1114042,Res,Misc,SFD,Closed,Closed,52964.0,,,2025-04-17,2025-10-27,"New Roof, New siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1102924130062,1102924130062,BLDG819151,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-02-20,2022-04-05,INSTALL HI EFF FURNACE,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824430027,1102824430027,BLDG1179377,Plumbing,Res,,Issued,Inspection,,,,2026-05-08,,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824330183,1102824330183,BLDG748188,Mechanical,ExistRes,SFD,Closed,Closed,,,,2018-12-28,2021-06-09,INSTALLED GOODMAN HI EFF FURANCE 96%,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824330166,1102824330166,BLDG626506,Mechanical,ExistRes,SFD,Closed,Closed,,,,2016-12-13,2018-11-14,replace furnace replace furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824320068,1102824320068,BLDG812171,Plumbing,Res,,Closed,Closed,,,,2020-02-27,2022-08-16,METER MOVE - Q3 2019 BATCH #10,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824240123,1102824240123,BLDG1132867,Plumbing,Res,,Issued,Inspection,,,,2025-07-18,,INSTALL/ REPLACE NEW DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230129,1102824230129,BLDG873270,Plumbing,Res,,Closed,Closed,,,,2021-02-19,2023-10-02,Replace one gas water heater. Phone# [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230129,1102824230129,BLDG773117,Plumbing,Res,,Closed,Closed,,,,2019-05-22,2022-04-20,remodel of plumbing of whole house.,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230129,1102824230129,BLDG633289,Plumbing,Res,SFD,Closed,Closed,,,,2017-01-30,2019-02-25,METER MOVE Q3 - 2016 BATCH #42 METER MOVE Q3 - 2016 BATCH #42,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230042,1102824230042,BLDG1177634,Plumbing,Res,SFD,Issued,Inspection,,,,2026-05-01,,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230042,1102824230042,BLDG633595,Plumbing,Res,SFD,Closed,Closed,,,,2017-02-01,2019-02-25,METER MOVE Q3 - 2016 BATCH #42 METER MOVE Q3 - 2016 BATCH #42,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230018,1102824230018,BLDG832002,Plumbing,Res,,Closed,Closed,,,,2020-05-01,2023-06-06,Replace Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230018,1102824230018,BLDG812152,Plumbing,Res,,Closed,Closed,,,,2020-02-27,2020-05-13,METER MOVE - Q3 2019 BATCH #10,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824230005,1102824230005,BLDG787815,Res,Misc,SFD,Closed,Closed,5800.0,,,2019-08-05,2019-09-27,RE-ROOF,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824220104,1102824220104,BLDG969318,Res,Misc,SFD,Closed,Closed,5500.0,,,2022-10-24,2022-12-28,Remove existing siding and replaced with new siding,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824210171,1102824210171,BLDG834604,Plumbing,Res,,Closed,Closed,,,,2020-05-21,2023-06-06,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824140032,1102824140032,BLDG908653,Plumbing,Res,,Closed,Closed,,,,2021-09-18,2022-05-18,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1102824130116,1102824130116,BLDG723443,Res,Misc,SFD,Closed,Closed,6000.0,,,2018-08-13,2018-09-05,Reroof,parcel_apn,minneapolis_ccs_permits_current
parcel-1102824130037,1102824130037,BLDG889449,Plumbing,Res,,Closed,Closed,,,,2021-05-19,2023-07-19,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1102824110073,1102824110073,BLDG767688,Mechanical,ExistRes,SFD,Closed,Closed,,,,2019-05-02,2022-12-23,install changler ccy-85 hi eff boiler,parcel_apn,minneapolis_ccs_permits_current
parcel-1002924410021,1002924410021,BLDG920874,Plumbing,Res,,Closed,Closed,,,,2021-12-15,2024-07-10,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1002924330006,1002924330006,BLDG893975,Plumbing,Res,,Closed,Closed,,,,2021-06-16,2023-06-13,REPLACEMENT OF GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1002924330006,1002924330006,BLDG891049,Plumbing,Res,,Closed,Closed,,,,2021-05-26,2023-06-13,REPLACEMENT OF GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1002924330006,1002924330006,BLDG854205,Plumbing,Res,,Closed,Closed,,,,2020-10-08,2020-11-20,"replace water closet ,lav, tub, kitchen sink",parcel_apn,minneapolis_ccs_permits_current
parcel-1002924330006,1002924330006,BLDG746250,Mechanical,ExistRes,SFD,Closed,Closed,,,,2018-12-17,2020-05-29,install GOODMAN HI EFF FURANCE GMS960403BN,parcel_apn,minneapolis_ccs_permits_current
parcel-1002924320160,1002924320160,BLDG1045504,Commercial,Remodel,Comm,Closed,Closed,30000.0,,,2024-12-19,2026-05-12,"INSTALL SLAB FOR GENERATOR AT GRADE (THIS IS NOT A PERMIT TO INSTALL A GENERATOR, THIS IS A PERMIT TO INSTALL THE SLAB.) 2020 MSBC",parcel_apn,minneapolis_ccs_permits_current
parcel-1002924320160,1002924320160,BLDG845654,Commercial,Remodel,Comm,Closed,Closed,3000.0,,,2020-09-18,2022-02-08,remove 16 rooftop antennas and replace with 7 newer models.,parcel_apn,minneapolis_ccs_permits_current
parcel-1002924320160,1002924320160,BLDG674380,Commercial,Remodel,Comm,Closed,Closed,13250.0,,,2017-09-18,2022-01-11,REPLACE 2 OF FOUR EXISTING ANTENNAS AND RELATED EQUIPMENT AT SW ROOFTOP AREA (JAG) MPLS LOWREY TOWERS T MOBILE INSTALLATION.,parcel_apn,minneapolis_ccs_permits_current
parcel-1002924320076,1002924320076,BLDG866640,Plumbing,Res,,Closed,Closed,,,,2020-12-26,2023-06-02,Replace 1 gas water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1002924110024,1002924110024,BLDG1102410,Plumbing,Res,SFD,Closed,Closed,,,,2025-01-10,2025-01-29,INSTALLED GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440204,1002824440204,BLDG1167210,Mechanical,ExistRes,SFD,Closed,Closed,,,,2026-03-04,2026-03-12,"Replace Goodman 60,000 btu furnace",parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440175,1002824440175,BLDG1174542,Res,Remodel,SFD,Closed,Closed,5110.0,,,2026-05-27,2026-05-28,"INSTALL FLUSH MOUNTED SOLAR PV (ELECTRICAL GENERATION) SYSTEM ON ROOF OF EXISTING SINGLE FAMILY HOUSE. AAJ (PROJECT DOX PLANS AND DOCUMENTS). ***PROVIDE MIN. 18"" ROOF ACCESS ON EACH SIDE OF ROOF RIDGE AND TWO 36"" MIN. PATHWAYS AS REQUIRED BY 2020 MIN",parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440175,1002824440175,BLDG1164196,Mechanical,NewRes,TFD,Issued,Inspection,40200.0,,,2026-02-11,,Heat pump fan-coil systems and HVAC for new duplex as per engineered plans,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440175,1002824440175,BLDG1139687,Res,New,TFD,Issued,Inspection,1112787.0,2,,2025-11-13,,"(DMH-PDox) Construct 2-Story Up/Down Duplex Dwelling over Engineered slab-on-grade, Helical Pier, Insulated Shallow Frost Foundation. 12'-8"" by 18'-6"" detached storage shed. Install Solar Panel system on roof. R-19+ R6.6 Continuous exterior Wall Insu",parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440175,1002824440175,BLDG1139069,Wrecking,Private,SFD,Closed,Closed,21725.0,,,2025-10-30,2026-01-09,Disturbed area 1500 sqft,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440175,1002824440175,BLDG1147273,Plumbing,Res,,Issued,Inspection,,,,2025-10-27,,New Duplex building with a new plumbing system,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440165,1002824440165,BLDG1156325,Mechanical,ExistRes,SFD,Issued,Inspection,,,,2025-12-09,,Replace 97% eff furnace 60000 BTU 2 stage Goodman furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440165,1002824440165,BLDG808051,Plumbing,Res,,Closed,Closed,,,,2019-12-04,2019-12-13,replace steel pipe with pex and rework waste from water closet and lav and tub and shower and 2 hose bibs,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440155,1002824440155,BLDG1114414,Mechanical,ExistRes,SFD,Closed,Closed,,,,2025-04-18,2025-06-11,Replace existing furnace with Goodman High EFF 96% 2-Stage w/ ECM,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440155,1002824440155,BLDG693315,Plumbing,Res,,Closed,Closed,,,,2018-04-17,2018-09-17,Meter Move Q3-2017 Batch #9,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440081,1002824440081,BLDG1077669,Res,Misc,SFD,Closed,Closed,6570.0,,,2024-08-02,2024-12-26,Remove existing shingles from roof and replace with new architectural asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440059,1002824440059,BLDG736858,Res,Misc,SFD,Closed,Closed,6000.0,,,2018-12-04,2018-12-10,roof,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440024,1002824440024,BLDG827152,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-03-26,2023-04-04,INSTALL HI EFF FURNACE,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824440024,1002824440024,BLDG693280,Plumbing,Res,,Closed,Closed,,,,2018-04-17,2018-07-27,Meter Move Q3-2017 Batch #9,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824420133,1002824420133,BLDG969970,Res,Misc,SFD,Expired,Expired,7800.0,,,2022-10-27,,"Remove existing shingles at house and garage and replace with new asphalt shingles, as per City code",parcel_apn,minneapolis_ccs_permits_current
parcel-1002824420133,1002824420133,BLDG796368,Plumbing,Res,,Closed,Closed,,,,2019-09-26,2023-02-08,Replace Water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824420036,1002824420036,BLDG1108714,Mechanical,ExistRes,SFD,Closed,Closed,,,,2025-03-05,2025-03-25,Replace existing with Goodman High EFF 96% 2 Stage with ECM,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824420036,1002824420036,BLDG1075892,Res,Misc,SFD,Cancelled,Cancelled,7288.0,,,2024-07-25,,Remove existing asphalt shingles from roof and replace with new architectural asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824420036,1002824420036,BLDG1073748,Res,Misc,SFD,Closed,Closed,7288.0,,,2024-07-16,2025-04-16,Remove existing asphalt shingles from roof and replace with new architectural asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824410110,1002824410110,BLDG1062207,Res,Misc,SFD,Closed,Closed,42702.0,,,2024-05-23,2024-06-03,Removing old siding installing tyvek house wrap and new siding.,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824410110,1002824410110,BLDG1006951,Mechanical,ExistRes,SFD,Closed,Closed,,,,2023-07-14,2025-07-02,Replace existing furnace with High EFF 96% Two-Stage w/ECM furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824410110,1002824410110,BLDG969877,Res,Misc,SFD,Closed,Closed,8000.0,,,2022-10-26,2024-06-03,,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824340233,1002824340233,BLDG939106,Res,Addition,SFD,Closed,Closed,8000.0,,,2022-05-03,2022-08-15,"Removing and replacing porch floor with treated wood and installing 4 new footings.(MAA) REPLACE 6X6 POST, INSTALL 12' DIA 16"" BELL FORST FOOTINGS, 2X8 FLOOR JOISTS. ROOF REMAIN INTACT Building Code: 2020 MNSBC/2018 IRC Energy Code: MINNESOTA RULES",parcel_apn,minneapolis_ccs_permits_current
parcel-1002824340090,1002824340090,BLDG797354,Res,Misc,SFD,Closed,Closed,4000.0,,,2019-10-03,2019-11-18,RE-ROOF HOUSE,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824340001,1002824340001,BLDG763576,Plumbing,Res,,Closed,Closed,,,,2019-04-12,2023-02-07,Replace 40 gallon water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824310200,1002824310200,BLDG840960,Plumbing,Res,,Closed,Closed,,,,2020-07-10,2023-02-22,Replace Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824310135,1002824310135,BLDG1154666,Mechanical,ExistRes,SFD,Issued,Inspection,,,,2025-11-21,,Replace existing with NTI TRX-085 High Eff modulating boiler,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824310059,1002824310059,BLDG976067,Commercial,Remodel,3to4,Closed,Closed,16397.0,,,2022-12-27,2024-05-01,TEAR OFF AND RE-ROOF. FLAT ROOF. NO STRUCTURAL WORK. EPDM. (JJL),parcel_apn,minneapolis_ccs_permits_current
parcel-1002824210031,1002824210031,BLDG1121302,Plumbing,Res,SFD,Closed,Closed,,,,2025-05-23,2025-06-23,METER MOVE Q1 - 2025 BATCH #19,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824130022,1002824130022,BLDG857284,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-10-28,2022-03-28,INSTALL NEW BOILER AND 2 CAST IRON RADATORS AND 1 STAND ALONE,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824130022,1002824130022,BLDG810041,Res,Misc,SFD,Closed,Closed,6650.0,,,2019-12-18,2019-12-26,Remove existing shingle roof and replace with new shingle roof,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824130022,1002824130022,BLDG631460,Plumbing,Res,SFD,Closed,Closed,,,,2017-01-23,2018-02-16,METER MOVE Q3 - 2016 BATCH #18 METER MOVE Q3 - 2016 BATCH #18,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824110155,1002824110155,BLDG850329,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-09-15,2023-12-01,install Goodman hi eff furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824110110,1002824110110,BLDG776198,Res,Misc,SFD,Closed,Closed,7000.0,,,2019-05-31,2019-08-16,TEAROFF AND REROOF HOUSE ONLY,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824110110,1002824110110,BLDG630518,Plumbing,Res,SFD,Closed,Closed,,,,2017-01-19,2018-05-11,METER MOVE Q3 - 2016 BATCH #4 METER MOVE Q3 - 2016 BATCH #4,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824110024,1002824110024,BLDG1152153,Mechanical,ExistRes,SFD,Closed,Closed,,,,2025-11-04,2025-12-18,Furnace replacement,parcel_apn,minneapolis_ccs_permits_current
parcel-1002824110024,1002824110024,BLDG1109197,Res,Misc,SFD,Closed,Closed,33616.0,,,2025-03-18,2025-10-08,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-0902924440171,0902924440171,BLDG751310,Plumbing,Res,,Closed,Closed,,,,2019-01-18,2021-03-11,Replace 1 Gas Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924410060,0902924410060,BLDG1109193,Res,Misc,SFD,Closed,Closed,32608.0,,,2025-03-18,2025-10-27,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-0902924330073,0902924330073,BLDG827405,Plumbing,Res,,Closed,Closed,,,,2020-03-27,2021-10-21,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924320109,0902924320109,BLDG1044049,Mechanical,ComMFDRR,MFD,Closed,Closed,6500.0,,,2024-02-13,2024-02-26,DUCTLESS 1 TON A/C REPLACEMENT,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924230180,0902924230180,BLDG852996,Plumbing,Res,,Closed,Closed,,,,2020-10-01,2020-10-08,INSTALL/ REPLACE GAS DRYER. BRING PIPING AND VENTING TO CODE,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924230087,0902924230087,BLDG879150,Mechanical,ExistRes,SFD,Closed,Closed,,,,2021-03-31,2022-03-18,Replace furnace with a 96% efficiency 80k btu,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924230039,0902924230039,BLDG987020,Plumbing,Res,SFD,Closed,Closed,,,,2023-03-16,2024-02-08,METER MOVE Q3 - 2022 BATCH #42,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924230030,0902924230030,BLDG986258,Plumbing,Res,SFD,Closed,Closed,,,,2023-03-10,2024-01-03,METER MOVE Q3 - 2022 BATCH #45,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924230030,0902924230030,BLDG807108,Mechanical,ExistRes,SFD,Closed,Closed,,,,2019-11-24,2020-05-27,INSTALL GOODMAN HI EFF FURNACE,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924220188,0902924220188,BLDG1156642,Mechanical,ExistRes,SFD,Issued,Inspection,,,,2025-12-11,,Replace good man furnace 97% 2 stage with ECM motor,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924210090,0902924210090,BLDG758331,Plumbing,Res,,Closed,Closed,,,,2019-03-18,2020-07-13,dryer and vent,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924210024,0902924210024,BLDG1071925,Plumbing,Res,,Expired,Expired,,,,2024-07-10,,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924210024,0902924210024,BLDG783578,Res,Misc,SFD,Closed,Closed,2000.0,,,2019-07-10,2019-07-22,RE-ROOF GARAGE ONLY,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924140035,0902924140035,BLDG976496,Plumbing,Res,SFD,Closed,Closed,,,,2023-01-06,2023-12-04,METER MOVE Q2 - 2022 BATCH #3,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924140017,0902924140017,BLDG832004,Plumbing,Res,,Closed,Closed,,,,2020-05-01,2020-05-11,Replace Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924130018,0902924130018,BLDG1114022,Res,Misc,SFD,Closed,Closed,25908.0,,,2025-04-17,2025-10-27,"New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-0902924110206,0902924110206,BLDG797811,Plumbing,Res,SFD,Closed,Closed,,,,2019-10-07,2021-10-14,GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-0902924110150,0902924110150,BLDG748825,Plumbing,Res,,Closed,Closed,,,,2018-12-31,2021-02-01,REPLACE ONE GAS WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924440168,0802924440168,BLDG1114016,Res,Misc,SFD,Closed,Closed,23908.0,,,2025-04-17,2025-10-27,"New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-0802924440113,0802924440113,BLDG1109214,Res,Misc,SFD,Closed,Closed,30408.0,,,2025-03-18,2025-10-27,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-0802924440014,0802924440014,BLDG1129118,Plumbing,Res,SFD,Closed,Closed,,,,2025-06-27,2025-11-12,METER MOVE Q2 - 2025 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924440014,0802924440014,BLDG829803,Plumbing,Res,,Closed,Closed,,,,2020-04-16,2020-06-17,rework bath room and new fixtures,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924430034,0802924430034,BLDG1129169,Plumbing,Res,SFD,Closed,Closed,,,,2025-06-27,2025-11-03,METER MOVE Q2 - 2025 BATCH #6,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924430034,0802924430034,BLDG910810,Plumbing,Res,,Closed,Closed,,,,2021-10-02,2024-06-24,Replace 1 gas water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924430033,0802924430033,BLDG1129170,Plumbing,Res,SFD,Closed,Closed,,,,2025-06-27,2025-10-06,METER MOVE Q2 - 2025 BATCH #6,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924420077,0802924420077,BLDG879487,Plumbing,Res,,Closed,Closed,,,,2021-04-01,2023-06-08,REPLACEMENT OF GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924420077,0802924420077,BLDG877631,Plumbing,Res,,Closed,Closed,,,,2021-03-19,2021-03-31,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-0802924420077,0802924420077,BLDG877601,Plumbing,Res,,Closed,Closed,,,,2021-03-19,2021-03-31,REPLACEMENT OF GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924420067,0802924420067,BLDG1129205,Plumbing,Res,SFD,Closed,Closed,,,,2025-06-27,2025-11-12,METER MOVE Q2 - 2025 BATCH #7,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924410196,0802924410196,BLDG1109187,Res,Misc,SFD,Closed,Closed,33913.0,,,2025-03-18,2025-10-27,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-0802924120196,0802924120196,BLDG861117,Plumbing,Res,,Closed,Closed,,,,2020-11-28,2021-07-12,Replace one gas water heater. Owner [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-0802924120196,0802924120196,BLDG755756,Plumbing,Res,SFD,Closed,Closed,,,,2019-03-27,2021-06-08,METER MOVE - Q4 2019 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924120196,0802924120196,BLDG755770,Plumbing,Res,SFD,Cancelled,Cancelled,,,,2019-02-26,,METER MOVE - Q4 2019 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-0802924120099,0802924120099,BLDG1114049,Res,Misc,SFD,Closed,Closed,32016.0,,,2025-04-17,2025-10-27,"New Roof, New Gutters, New siding",parcel_apn,minneapolis_ccs_permits_current
parcel-0802924110056,0802924110056,BLDG703185,Plumbing,Res,,Closed,Closed,,,,2018-04-17,2018-04-23,"REPLACE GAS DRYER. ADD DRIP LEG, FLEX LINE, SHUT OFF VALVE AND VENTING.",parcel_apn,minneapolis_ccs_permits_current
parcel-0802824330163,0802824330163,BLDG1009485,Mechanical,ComMFDRR,MFD,Closed,Closed,2000.0,,,2023-08-03,2023-08-23,2.5 TON REPLACEMENT A/C,parcel_apn,minneapolis_ccs_permits_current
parcel-0802824330163,0802824330163,BLDG782684,Plumbing,ComNoFdBv,MFD,Closed,Closed,,,,2019-07-03,2023-01-17,REPLACE WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-0802824330163,0802824330163,BLDG712394,Plumbing,ComNoFdBv,TH,Closed,Closed,,,,2018-06-05,2020-04-21,WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-0802824320019,0802824320019,BLDG892999,Res,Misc,SFD,Closed,Closed,3000.0,,,2021-06-10,2021-06-30,INSTALL DRAIN TILE SYSTEM,parcel_apn,minneapolis_ccs_permits_current
parcel-0802824220168,0802824220168,BLDG1009180,Plumbing,Res,SFD,Closed,Closed,,,,2023-07-24,2025-01-24,METER MOVE Q1 - 2023 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-0802824220168,0802824220168,BLDG1009179,Plumbing,Res,SFD,Closed,Closed,,,,2023-07-24,2025-01-24,METER MOVE Q1 - 2023 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823430051,0702823430051,BLDG1113689,Plumbing,Res,,Closed,Closed,,,,2025-04-14,2025-04-23,REPLACEMENT OF GAS LAUNDRY CENTER,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823430051,0702823430051,BLDG981085,Plumbing,Res,SFD,Closed,Closed,,,,2023-01-27,2023-12-11,METER MOVE Q3 - 2022 BATCH #14,parcel_apn,minneapolis_ccs_permits_current
parcel-0702823420168,0702823420168,BLDG1072886,Res,Misc,SFD,Closed,Closed,25835.0,,,2024-07-18,2025-11-03,replace siding,parcel_apn,minneapolis_ccs_permits_current
