property_id,parcel_id,source_ids,sale_date,sale_value,assessed_land_value,assessed_building_value,assessed_total_value,tax_year,market_year,total_tax,use_classes,zoning,land_use,parcel_area_sqft,acres,year_built,finished_sqft,above_ground_area,below_ground_area,total_units,building_use
parcel-2102824330165,2102824330165,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1983-08-01,62000.0,172000.0,187000.0,359000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6655.0,0.15,1955,,1202.0,1202.0,,Single Family House
parcel-2102824410013,2102824410013,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-11-01,169000.0,134000.0,182100.0,316100.0,2026,2025,,Double Bungalow | Special Taxing Districts,Corridor Mixed Use,,6248.0,0.14,1948,,1668.0,,,Duplex
parcel-2102824410014,2102824410014,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-11-01,159000.0,134000.0,187900.0,321900.0,2026,2025,,Double Bungalow | Special Taxing Districts,Corridor Mixed Use,,6248.0,0.14,1949,,1668.0,,,Duplex
parcel-2102824410030,2102824410030,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-10-01,165000.0,144000.0,184000.0,328000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6747.0,0.15,1973,,1008.0,1008.0,,Single Family House
parcel-2102824430045,2102824430045,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-02-01,151000.0,183000.0,182000.0,365000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6767.0,0.16,1957,,1120.0,1120.0,,Single Family House
parcel-2102924110017,2102924110017,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,67800.0,,67800.0,2026,2025,,Vacant Land - Apartment | Highway Right-of-Way,Urban Neighborhood 3,,9684.0,,,,,,,
parcel-2102924110090,2102924110090,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2003-12-01,1.0,1161200.0,7780200.0,8941400.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,165880.0,3.81,2004,,9993.0,1733.0,9,Apartment 6+ Unit
parcel-2102924110091,2102924110091,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2003-12-01,1.0,270700.0,688300.0,959000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,38670.0,0.89,2004,,8361.0,,6,Apartment 6+ Unit
parcel-2102924110093,2102924110093,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,276900.0,2936100.0,3213000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,39560.0,0.91,2004,,11382.0,,9,Apartment 6+ Unit
parcel-2102924130025,2102924130025,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,370000.0,2230000.0,2600000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,52860.0,1.21,2002,,6842.0,,5,Apartment 4 or 5 Unit
parcel-2102924140059,2102924140059,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,643900.0,3656100.0,4300000.0,2026,2025,,Commercial | Special Taxing Districts,Urban Neighborhood 3,,91980.0,2.11,2002,,8391.0,2797.0,6,Apartment 6+ Unit
parcel-2102924140068,2102924140068,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,211700.0,144300.0,356000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,30238.0,0.7,2003,,8158.0,,,Office
parcel-2102924140069,2102924140069,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1224600.0,9310400.0,10535000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,174938.0,4.01,2003,,6804.0,3402.0,5,Apartment 6+ Unit
parcel-2102924140095,2102924140095,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,921600.0,5160500.0,6082100.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,131650.0,3.02,2002,,6842.0,,5,Apartment 4 or 5 Unit
parcel-2102924140096,2102924140096,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,604400.0,2884500.0,3488900.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,86342.0,1.99,2003,,11280.0,,9,Apartment 6+ Unit
parcel-2102924140098,2102924140098,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,201400.0,945600.0,1147000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,28770.0,0.66,2003,,6804.0,3402.0,5,Apartment 4 or 5 Unit
parcel-2102924140103,2102924140103,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,12000.0,200200.0,212200.0,2026,2025,,Condominium (also Market Rate Cooperative) | Special Taxing Districts,Urban Neighborhood 3,,62796.0,0.11,2005,,1156.0,,,Condominium
parcel-2102924140106,2102924140106,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,12000.0,200200.0,212200.0,2026,2025,,Condominium (also Market Rate Cooperative) | Special Taxing Districts,Urban Neighborhood 3,,62796.0,0.16,2005,,1156.0,,,Condominium
parcel-2102924140112,2102924140112,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2021-06-01,130000.0,12000.0,222000.0,234000.0,2026,2025,3137.0,Condominium (also Market Rate Cooperative),Urban Neighborhood 3,,62796.0,0.16,2005,,1399.0,,,Condominium
parcel-2102924210004,2102924210004,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,138400.0,154400.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5773.0,0.13,1918,,1136.0,1136.0,,Single Family House
parcel-2102924210016,2102924210016,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,168900.0,184900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5967.0,0.14,1919,,1158.0,782.0,,Single Family House
parcel-2102924210021,2102924210021,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,294000.0,312000.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,8632.0,0.2,1980,,2168.0,,,Duplex
parcel-2102924210033,2102924210033,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,15000.0,260900.0,275900.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,5795.0,0.13,1968,,2634.0,,,Duplex
parcel-2102924210034,2102924210034,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,,16000.0,2026,2025,,Vacant Land - Residential | Municipal Property,Urban Neighborhood 2,,5795.0,0.13,,,,,,
parcel-2102924210043,2102924210043,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,193600.0,209600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5406.0,0.12,1914,,1276.0,676.0,,Single Family House
parcel-2102924210070,2102924210070,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,151000.0,167000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5346.0,0.12,1969,,1032.0,1032.0,,Single Family House
parcel-2102924210083,2102924210083,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,167000.0,183000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5353.0,0.12,1969,,1144.0,1144.0,,Single Family House
parcel-2102924210087,2102924210087,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,232700.0,248700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5300.0,0.12,1912,,1512.0,840.0,,Single Family House
parcel-2102924210089,2102924210089,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,238000.0,254000.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,5601.0,0.13,1904,,1528.0,800.0,,Duplex
parcel-2102924210092,2102924210092,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,267000.0,285000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,7615.0,0.17,1909,,1848.0,1008.0,,Single Family House
parcel-2102924210104,2102924210104,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,247000.0,263000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5495.0,0.13,1980,,1692.0,860.0,,Single Family House
parcel-2102924210123,2102924210123,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1998-04-01,727960.0,209100.0,315900.0,525000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,29865.0,0.68,1934,,9408.0,2961.0,,Group Home
parcel-2102924210131,2102924210131,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,19000.0,308200.0,327200.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,8001.0,0.18,1980,,2352.0,1124.0,,Duplex
parcel-2102924210137,2102924210137,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,249000.0,265000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5378.0,0.12,1969,,1728.0,864.0,,Single Family House
parcel-2102924210154,2102924210154,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,17000.0,232900.0,249900.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,5972.0,0.14,1980,,1765.0,,,Duplex
parcel-2102924210164,2102924210164,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,15000.0,167000.0,182000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6997.0,0.16,1924,,1412.0,,,Single Family House
parcel-2102924220008,2102924220008,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,172700.0,188700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5335.0,0.12,1969,,1144.0,1144.0,,Single Family House
parcel-2102924220010,2102924220010,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,227000.0,243000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5337.0,0.12,1969,,1728.0,864.0,,Single Family House
parcel-2102924220021,2102924220021,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,19000.0,264000.0,283000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,8248.0,0.19,1909,,1880.0,1104.0,,Single Family House
parcel-2102924220029,2102924220029,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,19000.0,309500.0,328500.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,8003.0,0.18,1980,,2352.0,1124.0,,Duplex
parcel-2102924220043,2102924220043,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,250200.0,271200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,10649.0,0.24,1910,,1750.0,875.0,,Single Family House
parcel-2102924220057,2102924220057,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,168300.0,184300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5329.0,0.12,1922,,1408.0,976.0,,Single Family House
parcel-2102924220143,2102924220143,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,15000.0,252000.0,267000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4960.0,0.11,1970,,1728.0,864.0,,Single Family House
parcel-2102924220153,2102924220153,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,13000.0,149000.0,162000.0,2026,2025,,Residential | Municipal Property,Residence Goods and Services,,4957.0,0.11,1969,,1032.0,1032.0,,Single Family House
parcel-2102924230012,2102924230012,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,217700.0,233700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5351.0,0.12,1925,,1400.0,989.0,,Single Family House
parcel-2102924230063,2102924230063,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,181100.0,197100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5345.0,0.12,1921,,1436.0,1136.0,,Single Family House
parcel-2102924230071,2102924230071,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,157900.0,173900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 3,,5285.0,0.12,1969,,1032.0,1032.0,,Single Family House
parcel-2102924230100,2102924230100,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,176000.0,192000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5344.0,0.12,1910,,1580.0,852.0,,Single Family House
parcel-2102924230110,2102924230110,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,14000.0,136200.0,150200.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5272.0,0.12,1900,,1292.0,752.0,,Single Family House
parcel-2102924230117,2102924230117,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,170400.0,186400.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5332.0,0.12,1914,,1460.0,1044.0,,Single Family House
parcel-2102924230123,2102924230123,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,213000.0,229000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5337.0,0.12,1912,,1434.0,762.0,,Single Family House
parcel-2102924230133,2102924230133,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,186400.0,202400.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5338.0,0.12,1900,,1904.0,1120.0,,Single Family House
parcel-2102924230169,2102924230169,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,216000.0,232000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5331.0,0.12,1980,,1536.0,768.0,,Single Family House
parcel-2102924230196,2102924230196,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,238200.0,254200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5332.0,0.12,1921,,1489.0,761.0,,Single Family House
parcel-2102924240061,2102924240061,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,19000.0,295000.0,314000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,8464.0,0.19,1913,,1686.0,903.0,,Single Family House
parcel-2102924310011,2102924310011,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,58000.0,164900.0,222900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,8326.0,0.19,1970,,1064.0,1064.0,,Single Family House
parcel-2102924310015,2102924310015,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,102600.0,364400.0,467000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,9326.0,0.21,2023,,6740.0,,4,Apartment 4 or 5 Unit
parcel-2102924310028,2102924310028,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1998-01-01,26100.0,55000.0,166500.0,221500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,7319.0,0.17,1970,,1144.0,1144.0,,Single Family House
parcel-2102924310034,2102924310034,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,46000.0,167000.0,213000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 3,,4918.0,0.11,1969,,1144.0,1144.0,,Single Family House
parcel-2102924310035,2102924310035,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,154300.0,206300.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6243.0,0.14,1968,,1008.0,1008.0,,Single Family House
parcel-2102924310051,2102924310051,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,164700.0,216700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6244.0,0.14,1969,,1064.0,1064.0,,Single Family House
parcel-2102924310052,2102924310052,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,171900.0,223900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6243.0,0.14,1970,,1144.0,1144.0,,Single Family House
parcel-2102924310083,2102924310083,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,51300.0,,51300.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Urban Neighborhood 2,,4665.0,0.11,,,,,,
parcel-2102924310084,2102924310084,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,59700.0,459300.0,519000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,5430.0,0.12,2023,,6740.0,,4,Apartment 4 or 5 Unit
parcel-2102924320072,2102924320072,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,159200.0,211200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6252.0,0.14,1970,,1064.0,,,Single Family House
parcel-2102924320073,2102924320073,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,166100.0,218100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6253.0,0.14,1970,,1144.0,1144.0,,Single Family House
parcel-2102924320129,2102924320129,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,48000.0,169900.0,217900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5275.0,0.12,1970,,1144.0,1144.0,,Single Family House
parcel-2102924320130,2102924320130,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,50000.0,159300.0,209300.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 3,,5671.0,0.13,1970,,1064.0,1064.0,,Single Family House
parcel-2102924320165,2102924320165,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,61000.0,169800.0,230800.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,9709.0,0.22,1970,,1144.0,1144.0,,Single Family House
parcel-2102924320185,2102924320185,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,45000.0,154600.0,199600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4776.0,0.11,1970,,1064.0,,,Single Family House
parcel-2102924330042,2102924330042,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2200.0,,2200.0,2026,2025,,Vacant Land - Residential | Municipal Property,Urban Neighborhood 2,,434.0,0.01,,,,,,
parcel-2102924330061,2102924330061,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,94000.0,165100.0,259100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,8302.0,0.19,1970,,1144.0,,,Single Family House
parcel-2102924330133,2102924330133,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,77000.0,155700.0,232700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5092.0,0.12,1970,,1008.0,1008.0,,Single Family House
parcel-2102924330160,2102924330160,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,71000.0,142800.0,213800.0,2026,2025,,Residential | Municipal Property,Residence Goods and Services,,5669.0,0.13,1969,,972.0,,,Single Family House
parcel-2102924340124,2102924340124,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,76000.0,145500.0,221500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5014.0,0.12,1900,,1402.0,620.0,,Single Family House
parcel-2102924410026,2102924410026,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1016600.0,,1016600.0,2026,2025,,Vacant Land - Apartment | Special Taxing Districts,Community Mixed Use,,78203.0,1.8,,,,,,
parcel-2102924410032,2102924410032,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,435200.0,5724800.0,6160000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,33475.0,0.78,1960,,52765.0,3306.0,66,Apartment 6+ Unit
parcel-2102924410033,2102924410033,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2327900.0,7212100.0,9540000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,179067.0,4.1,2006,,7956.0,,6,Apartment 6+ Unit
parcel-2102924410034,2102924410034,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1241300.0,2019300.0,3260600.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,95484.0,2.2,2006,,3565.0,,,Duplex
parcel-2102924410035,2102924410035,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2203800.0,,2203800.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Community Mixed Use,,169522.0,3.89,,,,,,
parcel-2102924410036,2102924410036,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,937800.0,,937800.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Community Mixed Use,,72141.0,1.66,,,,,,
parcel-2102924410038,2102924410038,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18500.0,,18500.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Community Mixed Use,,1424.0,0.03,,,,,,
parcel-2102924410039,2102924410039,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,862200.0,5087800.0,5950000.0,2026,2025,,Apartment | Municipal Property,Community Mixed Use,,66322.0,1.52,2010,,46672.0,23845.0,,Residential Care Facility
parcel-2102924410040,2102924410040,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,435600.0,5274400.0,5710000.0,2026,2025,,Apartment | Municipal Property,Community Mixed Use,,33506.0,0.77,2010,,46689.0,,48,Residential Care Facility
parcel-2102924420020,2102924420020,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1157700.0,,1157700.0,2026,2025,,Vacant Land - Industrial | Special Taxing Districts,Destination Mixed Use,,165385.0,3.8,,,,,,
parcel-2102924420117,2102924420117,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,620200.0,,620200.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Community Mixed Use,,47709.0,1.1,,,,,,
parcel-2102924420118,2102924420118,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,511100.0,,511100.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Community Mixed Use,,39314.0,0.9,,,,,,
parcel-2102924420119,2102924420119,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,3997800.0,,3997800.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Urban Neighborhood 3,,307526.0,7.06,,,,,,
parcel-2102924420121,2102924420121,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1207800.0,11932200.0,13140000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,92904.0,2.29,2005,,92081.0,,102,Apartment 6+ Unit
parcel-2202824120095,2202824120095,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-03-01,155000.0,129000.0,130000.0,259000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6457.0,0.15,1951,,864.0,864.0,,Single Family House
parcel-2202824120105,2202824120105,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,143000.0,141000.0,284000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5056.0,0.12,1972,,1008.0,1008.0,,Single Family House
parcel-2202824240200,2202824240200,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1995-04-01,104000.0,201000.0,145800.0,346800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,9166.0,0.21,1922,,1442.0,786.0,,Single Family House
parcel-2202824440044,2202824440044,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,144000.0,162900.0,306900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,7944.0,0.18,1922,,1232.0,1232.0,,Single Family House
parcel-2202824440128,2202824440128,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1993-09-01,1.0,123000.0,294100.0,417100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5281.0,0.12,1966,,1650.0,810.0,,Single Family House
parcel-2202924410037,2202924410037,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,4309200.0,32910800.0,37220000.0,2026,2025,,Apartment | Municipal Property,Downtown Destination,,53865.0,1.23,1972,,220762.0,,299,Apartment 6+ Unit
parcel-2302824310088,2302824310088,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,137000.0,117500.0,254500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5949.0,0.14,1942,,1031.0,806.0,,Single Family House
parcel-2302824420039,2302824420039,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-12-01,162000.0,141000.0,196200.0,337200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6412.0,0.15,1948,,1536.0,1096.0,,Single Family House
parcel-2402824120031,2402824120031,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1994-11-01,88900.0,125000.0,201800.0,326800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5113.0,0.12,1956,,1050.0,1050.0,,Single Family House
parcel-2402824120193,2402824120193,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,125000.0,181000.0,306000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5116.0,0.12,1947,,1087.0,852.0,,Single Family House
parcel-2402924110005,2402924110005,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,89000.0,253000.0,342000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5287.0,0.12,1909,,1560.0,780.0,,Single Family House
parcel-2502924440105,2502924440105,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,980700.0,15652200.0,16632900.0,2026,2025,,Apartment | Municipal Property,MULTIPLE-FAMILY,,70050.0,1.63,1967,,92511.0,7687.0,151,Apartment 6+ Unit
parcel-2602924320104,2602924320104,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2118500.0,18471500.0,20590000.0,2026,2025,,Apartment | Municipal Property,Residence and Institutional,,88269.0,2.0,1967,,133016.0,,182,Apartment 6+ Unit
